label	x_train
0	有的人不想当人那就放狗吧: 我收宝莲灯，第一次收，不知道价格，他说35我就说行，结果给了钱立马把我删了，有的人不想当人那就当狗吧，基本的信誉都没有，估计现实生活中也是个可悲的人吧
1	出了活绑350，还有2000金蘑菇
0	坑黑之最怎么回事，你以前的那句话吗？坚持免费游戏。
1	奥利给炫光怎么获得呀，找不到
0	吃相太难看，想要什么东西就只有一个原则，充钱吧。呵呵！
0	铁匠铺没出好东西，棒棒糖白搭！差评
1	我又来啦！！BU是机器人！全部人工！一个属于我们自己的线报群！各种零撸，漏洞单，免费加入！每天更新各种优质线报，欢迎大家来参观~吧主大大手下留情！扫马加入！
1	###...^_^###: 来个队友吧，要心态好，脾气好的来
1	低价出个邮箱号，六个魔灵，18w皮！ID255555131看上d1704987072
1	我发表了一篇图片贴，大伙来看看吧~
1	还有两个塔，有人互了嘛
1	###...^_^###: 加群一起玩球球，一起开黑，圈子小
1	老玩家回归需要找个师傅，因为一直玩的很菜
0	这个号 黑了 大家别被骗了
0	垃圾游戏: 真是越来越垃圾
1	出金蘑菇小号3r4000蘑菇，量多2.5r，接代挂敬请期待(还可以额外提升魔法屋等级，得棒棒糖皮肤道具)，代挂铠甲量多优惠。 效率接单，有需要加q2289530534  童叟无欺，价格美丽
1	退游出号
1	打了一下午球球啦。疫情在家待着太无聊啦。和我一样的一起养小恐龙玩呀❤️??
0	圈钱软件: 充了六十元结果只有三十元的金蘑菇，第一次充了三十元，账户上一个金蘑菇都没有，以为是没充上，然后又充了一下才有，扣了六十元只有五百金蘑菇，垃圾游戏毁我钱财，欺骗用户
1	怎么样才能??宝莲灯啊
0	扒一个骗子，防雷
0	整个游戏都变了，一个青铜的新玩家进去之后就能匹配到超神的，完全没有游戏体验。打算给五颗星只不过是分期付款。
1	这是干嘛，更新吗？
1	这个荣耀局是什么。？请问
1	喜欢猎魔的来一起: 建了个猎魔群，别的也不会啊就会打这个。
1	球球大作战雨墨：满级雅典娜打自由，能霸屏吗？
1	找个战队和心态好的队友 不要小学生。。球id：76222283 私我
1	最近球球出了个cp活动 等个好友组下 限女d
0	卡: 苹果11动不动就断线重连
1	无偿借号，给你练练手，但是要帮忙做任务。ID：树兄有意者dd，小学生优先哦！
0	如果这个卡顿问题改不了的话，那你这个游戏还是趁早倒闭吧！
1	队友d 现在玩 时间多 心态好 不要太菜毕竟我也菜 小学生绕道 自带队友也可另一星战队收人 有意者d
0	为什么登录不上去？: 每次都要我卸载重新下载才能登录？登录不了四次，重新下载了三次。这次又登录不了
1	还有这个
0	太差了，打一星的第四天，放心我会坚持下去的
0	策划还有人心吗
1	###...^_^###: 刚打游戏没多久，找小圈子一起打游戏的那种，东北女孩，
1	我室友的女朋友，爱慕虚荣，自己借网贷高额消费，我室友慢慢感觉不对劲，后面发现他女朋友，借网贷拆东墙补西墙，开始他女朋友还不承认。我室友还是在微信的安查信，查出他女朋友上了黑名单是高风险人群，还借了十几家网贷。很多逾期了，他女朋友实在还不起，网络贷款平台先是各种电话骚扰，后是直接闹到学校，弄的人尽皆知，我室友为了还他女友的网贷，做几份兼职。奉劝各位理性消费，现在是信用社会，别不把信用当回事!
1	小建就是贴吧营销最帅的老板729410568VMDA: 小建百万2T，K，G，J，N，E，A，R
1	咸鱼无货源 每天2小时 每月保底3k以上 时间自由，免费教会你。真心学习的我就把干货全部都教给你1.免费，免费，免费。重要事情说三遍！2.一天时间让你学会社交电商。3.一个月让你赚到互联网第一桶金。4.两个月让你从互联网小白成为大神。5.努力做，半年能让你买车买房。PS：免费教程，照做就行。座右铭：反正不管你学不学，年龄只会增不会减。+我时请备注 Yah7945
0	垃圾游戏草拟全家                  :           垃圾游戏草拟全家
0	骗子id观察  被骗id贷款 司马东西用软件秒改我id
1	这人和我随机匹配一局双冠，合球时候我没和好，骂骂咧咧开语音说脏话，一局从开始到结束我一句话没说，还被举报了..我是真服，打个打游戏给你心态还打崩了?是不再多打几局坟头都冒烟了..
1	招募文明和谐月球友，固定刷双冠和团战都行，最好是女孩子，男孩子不聊骚的只是打球可，会基础技巧赶紧加我吧ID你像个仙女棒
0	注册是骗子，进不去。
1	这号大概值多少钱？
1	找队友: 想找一个长期队友时间多心态好脾气不大能连麦什么语音软件都行玩久可以当固搭&nbsp;在线等
1	收个有抹茶的号裸的最好，自己带价
0	官方能举报盗号的人吗，有个人一直在骗号.好多人都被骗了，官方看到请回我，很想举报他骗了好多人
1	极品号换玛和平莎拉蒂号: 球球越来越没意思，最近喜欢玩和平精英了，换一个玛莎拉蒂号，不改密码，只是换着玩，有意加QQ{{2961491466:0}}
1	活动挂个关系吗.每天过个任务我们就互不干扰..您看 行嘛
1	回归玩家处点队友: 疫情在老家刚回归五天，目前超神，想找些能一起进步的小伙伴，基本操作有就行，心态好点的，以前爱打纯净浪单也有1800+
1	有23队友吗 没有我等下再来问 心态好 可以连麦的来
1	处固搭。太菜的不要，太厉害会嫌弃我的也不要。我状态不好会送球。你送球我不会骂你，我送了你可以说我但是别骂人。最近喜欢打团和变身乱斗。留id给我。
0	服务器被你们吃了，不能换个服务器吗？卡的不要不要的，怎么玩，玩个锤子
1	有没有专业估价的 手上有个单字ID
0	怎么找官方客服啊 退游两年发现ID没有了  唉
1	回归玩家 搞个小圈子一起玩 限人无技术要求 要脾气好q1034352399 加我加我
0	卡得死又不死的
0	未及岁: 玩了十几个赛季 一如既往的菜 破游戏！差评！
0	下午登总是显示服务器问题
1	出号；可走咸鱼转转交易猫450
1	有没有一起玩的，被隔离了无聊。。。
1	想找能一起玩儿的 我还不太懂怎么玩儿
1	好姐妹+想找几个好朋友，只要女孩子，男的我怕对象打死我，喜巨星星的可以一起玩～每周互送礼物总榜的那种，不要忽冷忽热，可以一直陪伴不取的姐妹+我好相处，对我好我一定也会对你很好哒
1	四年老玩家回归，找个队友哈，自己又菜又浪，心态好的队友练练默契，id 囍白下之水囍                  :           四年老玩家回归，找个队友哈，自己又菜又浪，心态好的队友练练默契，id 囍白下之水囍
1	之前的老玩家了，现在想找一起玩的朋友，自由团战都还行，想一起玩的可以加Q：1582607569
1	来个 过情人节任务的 男女都可 不要大神就要菜的 能挂住的 三天打鱼二天晒网的别来 心态心态咋坑都不说的那种来！
0	为什么我收不到短信验证码，验证码被你们吃了。
1	小圈子招人，欢迎加入。
0	打单人赛不是打团战: 本来打单人赛有人合作变成了打团战一打二我想谁打的过还有一开始就一打二别人的球比你大五倍了还打毛球
1	有未注册ID吗我哭了
1	###...^_^###: /微笑/微笑/微笑/微笑/微笑
1	有没有人知道为什么iqoo不能三指点吐球同时分不了身
0	官方出来挨骂，
1	现在舞狮什么价 有会做图的吗
1	回游找固搭，年龄20+: 有默契就行
1	有妹妹一起玩吗
1	出个号 活绑 代价
1	分享：球球小圈子，欢迎回游玩家加入: 分享贴子  球球小圈子，欢迎回游玩家加入来自：tieba.baidu.com/p/6493760906
0	发票*%问题*？: 这个很简单，轻松解决
1	有互刷礼物的么？球球号：七望杭: 。。。。。。。。。。
0	求人带: 我不太会，然后还会卡，希望一个心态好的带我玩教我玩，但是呢开学了就退游啊，就这几天玩，有意来一下叭
0	为什么领不了？
1	刚刚欧皇附体，开了个季卡，用开季卡送的1000金蘑菇试水飞行棋和占卜屋，结果你们看，三个永久极品
1	一只黄金求一个队友，送球心里骂但不说出来的那种企鹅2941834071
0	真不知道这种lj游戏是咋上架的那些说好玩的怕是水军吧！多少钱拉我，有钱一起赚，一星都不想给这种lj游戏
1	vx辅助，70一单，做的来
1	出售极品id一对妹妹，小妹妹
1	小仙女们可否进入我的世界？: 高二学森，周末及假日在线哦
0	恶意合作: 这游戏里单排全是合作狗，还没有投诉通道，游戏体验感极差
1	#桃朵# 新平台返利app桃朵注册就是运营商的活动只剩最后三天了，还没有加入跳槽的抓紧时间，来做第一批吃螃蟹的人加微信:aa1967505792，邀请??:2233520 #桃朵# 【图片】【图片】【图片】
1	有没有一起玩的小伙伴呀？滴滴滴滴（寻cp）气球号：1556141773
1	组cp的小姐姐加我哦#球球大作战#心态要好，不吵不闹#哈喽#
1	正规平台招体育主播，福利待遇好，工资日结周结月结任你选，有819能761力543来聊。扣一扣机会就来了
1	想出号 我该去哪里出
0	球球号被别人改密码了怎么办？绑定的手机号码没用了。
0	怎么退出账号啊
1	来个cp过情人节任务，能双冠的，留id～Cp不白当，礼物全刷光～
0	我已经实名注册了，为什么只能玩一个小时啊？还有我告诉你一买那个皮肤直接花掉，结果皮肤看都看不到。
0	大家千万不要下载，如果你刚下载了，一个差评转头就走。哥是过来人。
1	想和你们id好看的一起玩儿。
1	有无收人的圈子
1	这才是正常的发帖，图一装备是大号宝莲灯及其他东西送礼给小号2次搞到2400+1800金蘑菇，抽奖6+1手气花了2400蘑菇（真是递增可怕）得到饿狼传说+光圣剑头饰+残影生化危机，摘星卡几次出了蝴蝶拖尾，又花了1200金蘑菇怼30次必出了水滴跳动和飞行棋，都是最差的，大号花了几百，（主要是航线鹦鹉皮肤和3级爱神，（概率真恶心）4级真贵，不怼了）装备还算满意，都是亲戚的号，我投资了几百而已就共号
0	我号都因你丢了，破烂
1	说个事 进来看下
0	这游戏是不是没有客服？号被骗了还没人管了？
0	此号两年前被盗，手机号停机，申诉无门，望请官方回复
0	“zbs: 这特么破逼游戏  吞了我好几十块钱了  大家可别玩了  真的  太次了  充钱都不行  钱扣了  我已经申请问题一个多星期了  还不给解决  就让等  我真的太想投诉了！  破逼游戏
1	收微信 收微信号 卖的加微信 ：leilei52889 加的时候备注
1	全网首发最低价！有图有真相！搭建分站享受【最低价/成本价】这个价可以给自己下单！也可以宣传让别人下单，自己可以赚钱！开通分站地址:http://2lyy.05qq.cn/?mod=site抖音点赞☀、快手双击，名片赞??，空间人气、说说赞、微商爆粉，QQ扩列、，全民K歌鲜花??、QQ刷钻??等。还有各种免费福利哦，价格超低，一元万把多个赞，抖音快手更是免费送双击，还有穿越火线大量神器免费领??，不妨点开看看吧！??软件下载(安卓):http://sinaurl.cn/A6zoyEF8软件下载(ios):进入store搜索“轻云”，下载后在里面搜索【5dsW】即可！自助下单地址：http://sinaurl.cn/A6PfH1SE  点击链接加入群聊【全网低价业务群③】：https://jq.qq.com/?_wv=1027&amp;k=5P9ESov (有人嫌搭建还要钱，搭建站台也是要成本的，再者想想，几块钱搭建分站后长期享受成本价下单和长期普通销售价下单，两者到底哪个划算？眼光放长远者得益，何况分站还能为自己赚钱，自己想想哪个更赚！)
1	回归有队友一起玩嘛 心态最重要 毕竟现在有点坑 嘿嘿 有一期的嘛 自建房练技术啊啥的
1	长期大量收购闲置微信号50－300元一个闲置不用的加我vx换钱 f3080629her长期大量收购闲置微信号50－300元一个闲置不用的加我vx换钱f3080629her
1	全网首发最低价！有图有真相！搭建分站享受【最低价/成本价】这个价可以给自己下单！也可以让别人下单你赚钱！开通分站地址:http://2lyy.05qq.cn/?mod=site抖音点赞☀、快手双击，名片赞??，空间人气、说说赞、微商爆粉，QQ扩列、，全民K歌鲜花??、QQ刷钻??等。还有各种免费福利哦，价格超低，一元万把多个赞，抖音快手更是免费送双击，还有穿越火线大量神器免费领??，不妨点开看看吧！??自助下单地址：http://sinaurl.cn/A6PfH1SE  点击链接加入群聊【全网低价业务群③】：https://jq.qq.com/?_wv=1027&amp;k=5P9ESov (有人嫌搭建还要钱，搭建站台也是要成本的，再者想想，几块钱搭建分站后长期享受成本价下单和长期普通销售价下单，两者到底哪个划算？眼光放长远者得益，何况分站还能为自己赚钱，自己想想哪个更赚！)
1	有需要打猎魔dd我: 一起打的dd我，id{{356661:1}}
0	莫名其妙被封了？官方能不能回复一下是什么原因？开挂是不可能的，被封前两三分钟刚冲过钱！
1	老玩家回归，找队友，找师傅，技术段位不重要主要能够陪我一起玩就行，ID球自重，vx:cds200301
0	不管你是谁。只要你去这个骗子的神像把我的留言顶上来。我们就是好兄弟。我id陈述述
1	处队友 号回来买的个会员号玩 没数据 单1800 团能23 处有心态技术意识的 连哈喽的固搭 打得来加微信 你叫我我就来 团和自由我都行 男女队友都可以
1	找个圈子！
1	24小时接单，首单只要500，一天包上超神有意者联系（17692197381）微信同上 速来!!!
1	收宝莲灯，价格你订
1	单身mm请关注我
0	为什么我现在进游戏还要看广告？游戏没钱了？开始打广告了？
0	垃圾服务器: 我的iPad Air3加上满格Wi-Fi，打你这垃圾游戏竟然会卡，垃圾服务器，已卸载
1	分享：出号 有意聊: 分享贴子  出号 有意聊来自：tieba.baidu.com/p/6480940714
1	我想玩球球可是我不会玩??????有没有师傅？？？
1	926250580进群一起玩不骂人心态好: 进群进群............
1	你们打生存一次用几张券？我一次7张是不是不值？
0	太卡??????????????不推荐
1	我想更绑手机号但是手机号丢了邮箱有没有绑定怎么办
1	有没有收二手队友破队友的 可团逃杀迷雾等等能稳能浪也能花里胡哨 缺队友dd男女都?? 长期加q
0	手机号没用了换了手机申诉不了吗？
0	卸载拜拜: 这游戏我玩儿了，四年，作为上班族，玩儿不了王者吃鸡，因为那么多时间也不能开麦交流..每局十二分钟的球球，是我唯一在玩儿的手游，在出show之后，球球就已经变成了充钱游戏，在这之前充的钱仅算是自己的消遣娱乐，可是后面慢慢变的让人陌生，或许也是自己活该吧，这次的活动又充了一两万，结果呢?你告诉我巨升公司是怎么处理的?除了圈钱，有优化过游戏么.?不争不吵，一个无名之辈的老玩家卸载了自己生活中的乐趣，也是很棒，生活还要继续，祝你早日倒闭
1	球球交友群，聊天群，找cp群，喜欢的小哥哥小姐姐加
1	被骗灯的经历，还是自己太傻啊，球宝们注意啦，想互灯的一定要找认识的人，不要瞎找，或者大一点的主播，游戏里点礼物其实也没啥，但是被骗的心情很不好。骗子ID:5319866，哈喽11880958。希望大家自取教训
1	球球货源平台6677k点cn
1	有灯的同学看这里，26一个收了，加Q1494038237，信就来，帖子放这了，
0	卡机亲妈 一星好评
1	高价回收球球号/聊天交友/带图私 价格满意 交易安全
0	什么东西针对安卓用户
1	有没一起玩球球的 基本操作都会的
1	接苹果退款。先退后收费百分百退
1	有一起打游戏的吗
1	最近球球大作战那个双冠卡白房都是怎么弄的  哪位大神解释一下
1	能不能来个师傅教教我，我在黄金都被吃哭，人家合作越吃越大，我合作人家越吃越香，***……
0	不玩了 出号: 宝莲灯把我心态搞崩了不想玩了出个辣鸡号 想要的代价私
1	找人素质接号咯: 四年老玩家被残酷高考（不到100天了）逼到退游，此号寒碜，看上实为荣幸，望每月能上个超神，每天签到就行，看上加q {{1140881132:0}}先到先得哦
1	刷礼物带团  技术人员互关
1	#球球#情人节cp活动亲密度有上限么？有的话为什么活动详细会泽里面完全不提？本来充了钱计划好了的每天打多少亲密度，结果现在只能打几千就不加了？
0	这游戏太难了，不会发育，不会骗球，总是傻傻的一个大球合着玩。害
1	处队友找我
1	2.5出牌牌 id纯某人要的滴滴滴
1	退游 出凯旋 抹茶果冻+水滴极品号有意私我
1	三四年前的老球员，死活记不起来密码.想问一下除了手机号还有啥办法嘛害！
1	填写邀请码，关注ID拦忆，天天给你送牌子，然后还会抽2个幸运儿送灯送塔。
1	我出来了，由此可见官方的时刻顶着贴吧呢我被官方格外照顾了，快留言你的不满
0	我都服了，现在骗子是活不起了吗？多少都骗
1	有没有人带我飞呀QaQ。。几年没玩，好友也都一两年没上线了
1	有需要期待的＋q574589685
0	怎么会事不能玩了，说网络不能好。
0	垃圾游戏: 现在的球球大作战是越来越垃圾了你要是不充钱他坑死你而且老是卡顿
1	处个固玩，刚回归，有点菜，来个正常点的，玩王者的话可以带你，gkd
1	欢迎来到球球大作战交流群，有大佬
0	不好玩新手经常遇到老玩家
1	有苹果手机就能免費兼职！不限工作地点，零押金，零费用，适合学生，上班族，宝妈等各种人群
1	我还没有玩，你就说时间到了。
1	有一起玩的嘛！
1	球球杀马特：大主播打自由毫无压力，没想到被队友干掉: 球球大作战杀马特：大主播打自由毫无压力，没想到被队友干掉
1	我想说是大家有没有在团战除了本队以外。其他的都是人机，都是人机的话，拿了第一升不了锻，如果有两只队伍以上是玩家才能升段版本，难道是我的版本不对？
0	为什么现在变得这么卡 系统不能改改 越来越差了 让玩家怎么玩？卡死了 球球大作战什么臭毛病
1	球球观战需要的老板dd
1	找个队友: 大龄20+，拒小孩，秀儿勿扰，加了又不玩游戏的别来浪费时间，不处对象，不闲聊，不用太厉害别太坑就行/小纠结
1	球球找一些时间多喜欢玩自由的小伙伴 可以带符号一起踩球的 天天开白房一起玩  顺便收二队场吞1500+控球稳定的 有意留言或者加群922011194
0	一星也不给。坑死人了，连个举报都没有。
0	太卡了。非常严重。
0	我总是孤儿一个人，有没有一起玩的啊英雄联盟也玩不了，就玩玩这个了。
0	为什么我没有奇妙据点
1	消费追回可以联系我
1	互周榜嘛
1	2无限收牌，爆2补1，牌到钱到，不墨迹来，快来换钱～id 亲晲  淰汀，两个号位置～接受凌晨预位～
0	网卡的我都以为我的流量没了
1	出个组合id，喜欢的dd
1	97级大皇冠，业务还有一年，来人收
1	找一波球友，能一起玩，我挺菜的，你要心态好一点顺带找个不嫌弃的师傅带带我
1	微信建了一个ps设计 摄影 视频剪辑 动漫设计交流学习群，想加入的可以扫我，进群只要不打广告就可以的呢～
1	收打自由的宝贝一起玩id狗宸呢宝贝＋群1079573825无要求前期能送头就行啦保证每一位宝贝能感受到最舒适的自由体验
1	一起情人节活动有吗
1	###...^_^###: 找主人，价格不高，无邮箱
1	我把他拍了之后，就一直在我留言板上骂我，请官方大人look look
1	有头像好看的铁汁  互周❤榜吗
1	有喜欢打巨行星的吗，不菜不要
1	出堆ID
1	吐球加湿器要的私聊
1	新圈⭕ddddddd: 新圈收人新圈收人新圈收人缺小伙伴的走过路过不要错过。群里的都很好相处，退退进进的一边走。鱼塘大佬一边走。xxs。fzl一边走。⭕⭕⭕⭕⭕⭕⭕火速进群 ??????
0	昨天在球球冲了一个32，一个12，都没到账，找球球充值反馈一点用都没有，客服也联系不到。这该怎么办？
1	###...^_^###: 招人了，招人了，球球开黑群，有素质的来，心态好的来，双冠双逃开团都可以，欢迎加入！
1	这个第零是什么意思
1	微信群有木有人进吖，纯聊天群，瓜皮管理在线蹲人，有小姐姐可撩哦，欢迎加入哈。
1	qnq
1	无偿接号打团，荣耀局，mvp赛季43以上的.有的话私我
1	有没有充了这个活动的？他说的意思是每天都可以领到超大吗？还是说有机会领到超大
1	有喜欢唱歌或者听别人唱歌的朋友吗？新建了群，人不多，但是很温馨的小圈子，快来吧！！
0	就那样吧: 有点氪金了 现在瘟情还想着出活动骗钱
0	？？这TM没通过，难道我太帅了
1	y  qy有没有
0	哎我真的服了，加了个球球群里面居然全是死人！
1	卖号的加3085162041
1	###...^_^###: 球球号换和平精英玛莎拉蒂，球球id小足记，有意加q{{1195581040:0}}
1	###...^_^###: 女的 找对象 不要弧我不要绿我不要海王
1	出个id埋了很久了
1	找队友
1	###...^_^###: 处个固搭，每天晚上能陪我直播，hello连麦，心态好不坑有技术，（需要磨合）id简单好看不非，18以上+，（更喜欢小姐姐～男的也不介意）有意者评论区加q♡
0	球球号被骗子封号，求客服申诉，已经发客服邮箱，客服电话打不进: 这个骗子骗我号蘑菇没了 QQ跟我说，威胁我要钱和封我游戏号，我有球球里的聊天记录可以证明，刚已经举报他，我的蘑菇就算了，他还可以把我号封了，我不想他再骗更多球宝，不胜感激！！！
0	我想说，上海巨升网络，大骗子，人家马化腾套钱还有个幌子，你特: 我想说，上海巨升网络，大骗子，人家马化腾套钱还有个幌子，***直接充值不到账，Apple store都已经显示支付成功了，而且我还多次联系苹果客服，收据如下图，我申诉充值未到账，就说钱没到你公司，你以为你说没到就没到吗，圈钱也不动动脑子。这么好的游戏早晚让你们经营倒闭，垃圾巨升。连人工客服都没有，真就是骗子了！
1	双冠上段位: 18天880星，很稳
1	一起赚钱吗宝贝
1	还有那个双冠代挂是什么意思？
0	真垃圾: 垃圾游戏还卡退每次都卡退
1	想要一个固搭小姐妹 没有圈子
1	刚回归，来一起玩的
1	出售球球号，真心实意的来➕微16695011227
1	日常拉小伙伴上船丶有小伙伴上船么
0	呵呵: 我并不讨厌游戏本身，但我希望游戏玩家可以多少注意些素质，张口闭口都是脏话，给你们一星好评，不用谢
1	打了一天球球啦。疫情在家待着太无聊啦。和我一样的一起养小恐龙玩呀❤️
1	球球雨墨：两组648跑灯，能跑出多少价值的礼物？: 球球大作战雨墨：两组648跑灯，能跑出多少价值的礼物？
1	有人互牌不？
0	我想知道为什么官方老是给我匹配一些不会玩的队友，还特别特别的坑。
0	有没有大佬帮帮忙说下！二级密码被别人改了，已经强制取消了，会有什么影响？号会被盗嘛？
1	找一个固搭，cp也可，最好赛季比我多的，我目前44赛季，心态好，技术好，脾气好，宠我就行！有意的dd！
0	恶意组队，疯狂氪金: 商店界面是真的没法看了，都是些什么玩意！氪金就算了，界面真繁琐。这也没什么，我大不了就当没有商店功能的。        游戏体验？自由模式恶意组队就恶心了！连这种检测算法都打不出来？玩个自由模式几个人刷来刷去，要不把地图搞大点，大逃亡得了。
1	收1钻以上淘宝店: 一钻以上店铺欢迎私聊有特殊资质：游戏专营 本地化 网络服务价格都好说淘宝官方渠道过户，安全无忧支持 升级过户/签署合同/协议变更支持 线上/线下当面交易  要出售的  联系QQ：2853505106或者V19113409681
0	球球越来越垃圾: 越来越垃圾  。
0	误充不给退说没有退款这个项目？: 不小心点了一个328想退出，结果误充了，找了系统系统说没有退款这个选项？一经充值不允退款？找了苹果客服苹果客服也不给退？哭瞎我都没人管？客服也不接电话也没有人，有事找你们你们就会一味的躲？
1	买吗
1	如果不是在家无聊谁又愿意下这么多游戏??有没有大半夜不睡觉带我玩的那种我极菜
0	ID孤儿是个骗子，大家别被这种恶心的人骗了
1	老玩家回归，技术还可以，有没有一起玩的，加好友啊  球球号：1565541311
0	这游戏是不是没有客服？号被骗了还没人管了？
0	队友挂机还不能举报。
1	###...^_^###: 找队友，固搭，id纪4399
1	逃杀十稳六的有队友d我
1	常玩+q1054795976
0	我这三年那个号突然一夜就没了。
1	打球吗…hello   ID    55494189
1	###...^_^###: 自己充了五千，打了三年的数据号被骗，希望有个大佬有个不常玩的号，我可以接号，不乱动东西，没赛季上超神，有时候可以打个荣耀局
1	分享一个小程序，快来看看吧！
1	双生天使得花多少??才能抽到呀
1	喜欢私聊
1	小圈子招人，欢迎加入。
1	等一个固定队友 不想在一个人去巨行星了 不用你厉害 因为我也菜 可以一起玩就行
1	一台手机即可操作。时间自由，一天可赚100-1000不等，多劳多得。正规公司营业执照天眼查可查询，想 了解的可以私信我
1	需要的来谢谢
0	卖号就会被删帖吗？
1	收tb店铺: 诚心求购淘宝店铺 开店3个月，钻级以上 主体变更过户 支付宝换绑 安全放心价格优质 过户可二次开店~
1	蹲几个一起打游戏的脾气好点 心态好点 成年那种未成年的妹妹弟弟我怕影响你们学习
0	差评，卡得要死
1	有没有打狙击的群
0	进去的时后只有按按钮。
1	有没有常玩巨行星的，一起玩吗！
1	###...^_^###: 免费代打。每月超神。要的留qq。之前的号没了。
1	蹲队友喜逃杀 会打王者pubg 关注我嘞v：hjycsy12345
0	因为不能零分: 所以我给了一分，分期付款慢慢来
1	玩了一天球球啦。疫情在家太无聊啦。和我一样的一起养小恐龙玩呀??
1	ID乱项 年卡原始车（年卡还有大半年）120可小刀 急出可走任何平台任何中介 .
1	想问一哈，是绑定的手机号注销了，就改不回来了吗
1	找队友: 找个临时双冠队友，心态好，明天一天超神的那种，有意加Q{{2786701885:2}}
1	有没有喜欢玩巨行星天天打打娱乐的小姐姐吖。能踩hello最好了大家一起玩啊，球球id：1234005
1	###...^_^###: 打了41个赛季，便宜出，要的留言，可以走平台
1	15年玩的，现在在家不能出门又想起来了，这号有人要吗？在线等！！！
0	卡死人 系统都不优化  差
0	球球退游了，有很多极品，不想让这个号废了，想要玩的来1元一天，不能改密。。
1	回归了，两三年没玩了，想找一起玩的，有的滴滴
0	一星纪念旧版。花里胡哨的氪金，一直没解决的延迟，玩家素质等问题，不得不一星
1	找个固定队友打双冠或者团队一起上超神，没要求，我自己技术也很一般。我一般晚上有时间玩，白天得上班。有的直接留VX或者ID吧
0	为什么我不小心把这个游戏删了之后就找不回我以前那个号呢？为什么不能用QQ或者微信登录？                  :            为什么我不小心把这个游戏删了之后就找不回我以前那个号呢？为什么不能用QQ或者微信登录？
1	应该算是老玩家了吧
1	交友.
1	我们在贴吧认识，现在我们结婚了，响应国家号召，我们不办酒，给大家发个口令红包，“新婚快乐生活费13392002”，888元200个领完为止，求祝福。（复制整段话到支付宝粘贴搜索就可以领取了）
1	没时间玩。低价出。看上的dd
0	卡顿，不好玩，一星也不想给。
